1710658403.453367,14.0
1710658410.0200393,14.0
1710658413.3597002,14.0
1710658418.3601534,14.0
1710658423.4116395,14.0
1710658428.443619,14.0
1710658433.3752184,14.0
1710658438.4641535,14.0
1710658443.483505,14.0
1710658448.3692174,14.0
1710658453.42974,14.0
1710658458.4403095,14.0
1710658463.469403,14.0
1710658468.5691419,14.0
1710658475.8294902,14.0
1710658478.503119,14.0
1710658483.4064667,14.0
1710658488.4347482,14.0
1710658493.3854551,14.0
1710658498.4846628,14.0
1710658503.4877405,14.0
1710658508.5053642,14.0
1710658513.4206517,14.0
1710658518.383497,14.0
1710658524.8289745,14.0
1710658528.473734,14.0
1710658533.506072,14.0
1710658538.5149848,14.0
1710658543.3881903,14.0
1710658548.4406059,14.0
1710658553.4586515,14.0
1710658558.3970017,14.0
1710658563.4936676,14.0
1710658568.5117962,14.0
1710658573.393009,14.0
1710658578.3929589,14.0
1710658583.4633203,14.0
1710658588.3939574,14.0
1710658593.4186807,14.0
1710658598.397091,14.0
1710658603.444272,14.0
1710658608.3970895,14.0
1710658613.4723573,14.0
1710658618.5000238,14.0
1710658623.3985925,14.0
1710658628.5393984,14.0
1710658633.458386,14.0
1710658638.4513993,14.0
1710658643.4794114,14.0
1710658648.5082586,14.0
1710658653.4062223,14.0
1710658658.5226955,14.0
1710658663.5389273,14.0
1710658668.4537091,14.0
1710658673.4203787,14.0
1710658678.4136844,14.0
1710658683.4190764,14.0
1710658688.5395172,14.0
1710658693.4251328,14.0
1710658698.4577272,14.0
1710658703.414165,14.0
1710658708.493154,14.0
1710658713.5118923,14.0
1710658718.5293567,14.0
1710658723.4203353,14.0
1710658728.4653964,14.0
1710658733.4855347,14.0
1710658738.496812,14.0
1710658743.5298555,14.0
1710658748.4314096,14.0
1710658753.4246194,14.0
1710658758.4766448,14.0
1710658763.483112,14.0
1710658768.4993176,14.0
1710658773.4352787,14.0
1710658778.5367863,14.0
1710658783.5536752,14.0
1710658788.4958882,14.0
1710658793.5009005,14.0
1710658798.6583443,14.0
1710658803.5208607,14.0
1710658808.5383604,14.0
1710658813.555995,14.0
1710658818.5791252,14.0
1710658823.4607856,14.0
1710658828.5051556,14.0
1710658833.4416566,14.0
1710658838.5534406,14.0
1710658843.5611553,14.0
1710658848.5026426,14.0
1710658853.4961686,14.0
1710658858.5092263,14.0
1710658863.5267825,14.0
1710658868.560059,14.0
1710658873.5631466,14.0
1710658878.4434478,14.0
1710658883.5056572,14.0
1710658888.5120387,14.0
1710658893.5302784,14.0
1710658898.551934,14.0
1710658903.579506,14.0
1710658908.4537642,14.0
1710658913.504654,14.0
1710658918.4747725,14.0
1710658923.5340238,14.0
1710658928.5633516,14.0
1710658933.4597166,14.0
1710658938.5297432,14.0
1710658944.825585,14.0
1710658948.4602542,14.0
1710658953.5357115,14.0
1710658958.4779,14.0
1710658963.576131,14.0
1710658968.589409,14.0
1710658973.5216758,14.0
1710658978.522047,14.0
1710658983.5391743,14.0
1710658988.557867,14.0
1710658993.5797296,14.0
1710658998.5927365,14.0
1710659003.5326245,14.0
1710659008.532321,14.0
1710659013.490896,14.0
1710659018.475331,14.0
1710659023.5783808,14.0
1710659028.6047435,14.0
1710659033.4768162,14.0
1710659038.5312693,14.0
1710659043.550083,14.0
1710659048.5006938,14.0
1710659053.581649,14.0
1710659058.598589,14.0
1710659063.5826614,14.0
1710659068.534616,14.0
1710659073.4851735,14.0
1710659078.5682647,14.0
1710659083.593337,14.0
1710659088.488381,14.0
1710659093.5610983,14.0
1710659098.5462956,14.0
1710659103.4976287,14.0
1710659108.4998565,14.0
1710659113.4916363,14.0
1710659118.4957829,14.0
1710659123.4914954,14.0
1710659128.4965034,14.0
1710659133.559311,14.0
1710659138.5753703,14.0
1710659143.5007553,14.0
1710659148.6120965,14.0
1710659153.5001678,14.0
1710659158.501695,14.0
1710659163.4981337,14.0
1710659168.57867,14.0
1710659173.5962868,14.0
1710659178.503871,14.0
1710659183.5055363,14.0
1710659188.5086377,14.0
1710659193.564935,14.0
1710659198.5818908,14.0
1710659203.6025803,14.0
1710659208.617863,14.0
1710659213.5156815,14.0
1710659218.5821097,14.0
1710659223.5673652,14.0
1710659228.5852838,14.0
